stationid,stationnumber,stationname,address1,address2,address3,address4,city,state,zip,lat,long_
108,540,Clarksburg,VA Medical Center,1 Medical Center Drive,,,Clarksburg,WV,26301,39.2707,-80.3625
109,540GA,Tucker County Veterans Center,Tucker County Veterans Center,206 Spruce Street,,,Parsons,WV,26287,39.0972,-79.6836
110,540GB,Wood County Veterans Center,Wood County CBOC,2311 Ohio Avenue,Suite A,,Parkersburg,WV,26101,39.268,-81.556
719,540GC,Gassaway-Braxton County,Braxton County CBOC,93 Skidmore Lane,,,Sutton,WV,26601,38.6677,-80.7676
1228,540GD,Monongalia,,40 Commerce Drive,Suite 101,,Westover,WV,26501,,
1300,540HK,Rural and Community Healthcare,,1 Medical Center Drive,,,Clarksburg,WV,26301,,
269,541,Louis Stokes Cleveland,Louis Stokes Cleveland VAMC,10701 East Blvd,,,Cleveland,OH,44106,41.5127,-81.6134
270,541A0,Cleveland-Brecksv.,VA MedCenter Brecksville Div,10000 Brecksville Road,,,Cleveland,OH,44141,41.2914,-81.6273
271,541BY,Canton,VA Community Based Outpatient Clinic,733 Market Avenue South,,,Canton,OH,44702,40.7933,-81.3768
272,541BZ,Youngstown,VA Community Based Outpatient Clinic,2031 Belmont Avenue,,,Youngstown,OH,44505,41.1267,-80.6641
273,541GB,Lorain,VA Community Based Outpatient Clinic,205 West 20th Street,,,Lorain,OH,44052,41.4521,-82.1678
274,541GC,Sandusky,VA Community Based Outpatient Clinic,3416 Columbus Avenue,,,Sandusky,OH,44870,41.4193,-82.6895
275,541GD,Mansfield,VA Community Based Outpatient Clinic,1456 Park Avenue,Suite N,,Mansfield,OH,44906,40.7596,-82.5675
280,541GE,McCafferty,VA Community Based Outpatient Clinic,4242 Lorain Avenue,,,Cleveland,OH,44113,41.4797,-81.7157
624,541GF,Painesville,VA Community Bsed Outpatient Clinic,7 West Jackson Street,,,Painesville,OH,44077,41.7251,-81.2483
,541GF01,Painesville,,54 South State St.,Suite 204,,Painesville,OH,44077,,
722,541GG,Akron,VA Community Based Outpatient Clinic,55 W. Waterloo,,,Akron,OH,44319,41.0289,-81.5288
666,541GH,East Liverpool,East Liverpool/Calcutta Oglivie Square,15655 State Route 170,Suite A,,Calcutta,OH,43920,40.6215,-80.5836
1061,541GI,Warren,VA Community Based Outpatient Clinic,1460 Tod Ave NW,,,Warren,OH,44485,41.2455,-80.8345
1172,541GJ,New Philadelphia,,1260 Monroe Avenue,#15,,New Philadelphia,OH,44663,40.5055,-81.4571
1173,541GK,Ravenna,,6751 North Chestnut Street,,,Ravenna,OH,44266,41.1744,-81.2454
1256,541GL,Parma,,8787 Brookpark Road,,,Parma,OH,44129,,
111,542,Coatesville,VA Medical Center,1400 Black Horse Hill Road,,,Coatesville,PA,19320,39.9992,-75.7993
112,542GA,Springfield,Media Outpatient Clinic,194 W Sproul Rd,Suite 105 Crozer Keystone Healthplex,,Springfield,PA,19064,39.9223,-75.3485
137,542GE,Spring City,Spring City Outpatient Clinic,11 Independence Dr,,,Spring City,PA,19475,40.1877,-75.5644
188,544,Columbia SC,W.J.B. Dorn VA Medical Center,6439 Garners Ferry Road,,,Columbia,SC,29209,33.9798,-80.962
189,544BZ,Greenville SC,,3510 Augusta Road,,,Greenville,SC,29605,34.803,-82.3797
207,544GB,Florence SC,Florence CBOC,1822 Sally Hill Farms Road,,,Florence,SC,29501,34.19,-79.7653
685,544GC,Rock Hill,,205 Piedmont Blvd,,,Rock Hill,SC,29732,34.9543,-81.051
1048,544GD,Anderson County,,1702 E. Greenville Street,,,Anderson,SC,29621,34.5354,-82.6309
1049,544GE,Orangeburg County,,1767 Villiagepark Drive,,,Orangeburg,SC,29118,33.5226,-80.8556
1050,544GF,Sumter County,,407 North Salem Ave.,,,Sumter,SC,29150,33.9291,-80.3505
1234,544GG,Spartanburg,North Grove Medical Park,279 North Grove Medical Park Drive,,,Spartanburg,SC,29303,,
211,546,Miami,VA Healthcare System,1201 N W 16th Street,,,Miami,FL,33125,25.7904,-80.2185
212,546BZ,Broward County,VA OUTPATIENT CLINIC,9800 West Commercial Blvd.,,,Sunrise,FL,33351,26.1962,-80.1326
213,546GA,Miami,Miami OSAC,1492 West Flagler Street,Suite 102,,Miami,FL,33135,25.7733,-80.2194
214,546GB,Key West,VA CLINIC,1300 DOUGLAS CIRCLE,,,KEY WEST,FL,33040,24.5685,-81.7518
215,546GC,Homestead,VA CLINIC,950 Krome Avenue,Suite 401,,HOMESTEAD,FL,33030,25.4793,-80.4776
236,546GD,Pembroke Pines,VA CLINIC,7369 Sheridan Street,Suite 102,,Hollywood,FL,33024,26.0315,-80.2355
237,546GE,Key Largo,VA CLINIC,105662 OVERSEAS HIGHWAY,,,KEY LARGO,FL,33037,25.1637,-80.3807
817,546GF,Hollywood (Southeast Broward Co.),Hollywood CBOC,3702 Washington Street,Suite 201,,Hollywood,FL,33021,26.0029,-80.1808
815,546GH,Deerfield Beach,VA Clinic,2100 SW 10th Street,,,Deerfield,FL,33442,26.3041,-80.132
216,548,W Palm Beach,VA Medical Center,7305 N. Military Trail,,,West Palm Beach,FL,33410,26.7857,-80.1074
238,548GA,Ft Pierce,VA CLINIC,727 NORTH US 1,,,FT PIERCE,FL,34950,27.4557,-80.3275
663,548GB,Delray Beach,VA Clinic,4800 Linton Blvd.,Suite E300,,Delray Beach,FL,33445,26.4392,-80.1175
664,548GC,Stuart,VA Clinic,3501 SE Willoughby Blvd.,,,Stuart,FL,34997,27.1644,-80.243
1098,548GD,Boca Raton,VA Clinic,901 Meadows Road,,,Boca Raton,FL,33433,26.3588,-80.1043
1053,548GE,Vero Beach,VA Clinic,372  17th Street,,,Vero Beach,FL,32960,27.6326,-80.3814
1054,548GF,Okeechobee,VA Clinic,1201 N. Parrot Ave.,,,Okeechobee,FL,34972,27.256,-80.8297
443,549,Dallas VAMC,Dallas VA Medical Center,4500 S. Lancaster Road,,,Dallas,TX,75216,32.6936,-96.7926
444,549A4,Bonham VAMC,Bonham VA Medical Center,1201 E. 9th Street,,,Bonham,TX,75418,33.5816,-96.1672
445,549BY,Fort Worth Satellite,Fort Worth VA Outpatient Clinic,2201 Southeast Loop 820,,,Fort Worth,TX,76119,32.7333,-97.3282
446,549GA,Tyler,Tyler VA Primary Care Clinic,3414 Golden Road,,,Tyler,TX,75708,32.3132,-95.2775
448,549GC,Bonham Area Primary Care Network,Paris Clinic,635 Stone Avenue,,,Paris,TX,75460,33.6901,-95.546
449,549GD,Denton Area Primary Care Network,,2223 Colorado Blvd.,,,Denton,TX,76205,33.2225,-97.1506
450,549GE,Decatur Area Primary Care Network,,806 Woodrow Wilson Ray Circle,,,Bridgeport,TX,76426,33.2218,-97.7593
451,549GF,Eastland Area Primary Care Network,Action Clinic,601 Fall Creek HWY,,,Granbury,TX,76049,32.45,-97.6888
632,549GH,Greenville Area PCN,Community Health Center,4006 Wellington Road,,,Greenville,TX,75401,33.1265,-96.109
1283,549GJ,Sherman,,3811 US 75 North,,,Sherman,TX,75090,,
286,550,Illiana HCS (Danville),VA Medical Center,1900 E. Main,,,Danville,IL,61832,40.1317,-87.5922
287,550BY,Peoria,,7717 North Orange Prairie Road,,,Peoria,IL,61615,40.6955,-89.5985
288,550GA,Decatur,,3035 East Mound Road,,,Decatur,IL,62526,39.8923,-88.9158
627,550GC,Lafayette,,3851 N. River Road,,,West Lafayette,IN,47906,40.4719,-86.8852
721,550GD,Springfield,,5850 S 6th Street,Frontage Road East Suite A,,Springfield,IL,62703,39.8085,-89.646
1304,550GF,Charleston (Mattoon),,501 Lakeland Blvd,Suite D,,Mattoon,IL,61938,,
276,552,Dayton,VA Medical Center,4100 West Third Street,,,Dayton,OH,45428,39.7492,-84.2532
277,552GA,Middletown,VA Community Based Outpatient Clinic,4337 N. Union Road,,,Middletown,OH,45005,39.5207,-84.3811
852,552GB,Lima,VA Community Based Outpatient Clinic,1303 Bellefontaine Ave.,,,Lima,OH,45804,40.7319,-84.0814
798,552GC,Richmond,,4351 South A Street,,,Richmond,IN,47374,39.8271,-84.843
278,552GD,Springfield,VA Community Based Outpatient Clinic,512 South Burnett,,,Springfield,OH,45505,39.9154,-83.7702
289,553,Detroit (John D. Dingell),John D. Dingell VA Medical Center,4646 John R.,,,Detroit,MI,48201,42.355,-83.0601
290,553GA,Yale,,7470 Brockway Road,,,Yale,MI,48097,43.1147,-82.7909
637,553GB,Pontiac,,44200 Woodward Avenue,Suite 208,,Pontiac,MI,48341,42.6826,-83.3017
524,554,Eastern Colorado HCS,VA Medical Center,1055 Clermont Street,,,Denver,CO,80220,39.7323,-104.935
526,554A4,Eastern Colorado HCS- Southern Colorado,Southern Colorado HCS - VA Nursing Home Unit,2600 Oakshire Lane,,,Pueblo,CO,81001,38.2842,-104.564
525,554GB,Aurora,AURORA CLINIC,13701 East Mississippi Ave,Gateway Medical Bldg Ste 200,,AURORA,CO,80012,39.7446,-104.836
1037,554GC,Lakewood,Lakewood Clinic,155 Van Gordon Street C,,,Lakewood,CO,80228,39.7171,-105.136
527,554GD,Pueblo,PUEBLO CLINIC,4112 Outlook Blvd.,,,PUEBLO,CO,81008,38.3181,-104.627
528,554GE,Colorado Springs,Colorado Springs Clinic,25 North Spruce,,,Colorado Springs,CO,80905,38.8346,-104.832
807,554GF,Alamosa,Alamosa Clinic,622 Del Sol Drive,,,Alamosa,CO,81101,37.4828,-105.903
808,554GG,La Junta,La Junta Clinic,1100 Carson Ave.,Suite 104,,La Junta,CO,81054,37.978,-103.549
809,554GH,Lamar,Lamar Clinic,403 Kendal Drive,,,Lamar,CO,81052,38.0708,-102.614
1226,554GI,Burlington,Burlington VA CBOC,1177 Rose Avenue,,,Burlington,CO,80807,,
303,556,Capt James A Lovell Fed HCC,VA Medical Center,3001 Greenbay Road,,,North Chicago,IL,60064,42.3097,-87.8627
304,556GA,Evanston,Evanston CBOC,1942 Dempster,,,Evanston,IL,60202,42.0203,-87.6778
696,556GC,McHenry,McHenry CBOC,620 South IL Rte 31,Suite 4,,McHenry,IL,60050,42.3207,-88.2742
1112,556GD,Kenosha County,Kenosha CBOC,800  55th Street,,,Kenosha,WI,53140,42.5858,-87.8215
190,557,Dublin,Carl Vinson VA Medical Center,1826 Veterans Boulevard,,,Dublin,GA,31021,32.5369,-82.9351
204,557GA,Macon GA,,5398 Thomaston Road,Suite B,,Macon,GA,31220,32.8337,-83.737
205,557GB,Albany GA,,526 West Broad Avenue,,,Albany,GA,31701,31.5917,-84.1578
1456,557GE,Brunswick,Summit Professional Plaza 2,1111 Glynco Parkway,Suite 200,,Brunswick,GA,31525,,
160,558,Durham,VA Medical Center,508 Fulton Street,,,Durham,NC,27705,36.0098,-78.9374
179,558GA,Greenville,,800 Moye Blvd.,,,Greenville,NC,27834,35.6079,-77.4014
1068,558GB,Raleigh,,3305 Sungate Blvd.,,,Raleigh,NC,27610,35.7867,-78.5859
1143,558GC,Morehead City,,5240 Highway 70 West,,,Morehead City,NC,28557,34.7391,-76.8092
74,561,New Jersey HCS,VA New Jersey HCS E Orange Div.,385 Tremont Avenue,,,East Orange,NJ,07018,40.7536,-74.2342
75,561A4,Lyons,VA New Jersey HCS Lyons Division,151 Knollcroft Road,,,Lyons,NJ,07939,40.6852,-74.5475
76,561BY,Newark,,45 Academy Street,Suite 303,,NEWARK,NJ,07102,40.7378,-74.1734
77,561BZ,Brick,James J. Howard Outpatient Clinic,970 Rt 70,,,Brick,NJ,08724,40.0733,-74.1278
78,561GA,Hamilton,University Office Plaza 1,3635 Quakerbridge Road,,,Hamilton,NJ,08619,40.2024,-74.7511
681,561GB,Elizabeth,,654 East Jersey St.,2nd Floor,,Elizabeth,NJ,07206,40.6589,-74.1982
79,561GD,Hackensack/Bergen County,Hackensack Health Practice,385 Prospect Avenue,,,Hackensack,NJ,07601,40.8958,-74.0522
682,561GE,Jersey City,Jersey City Health Practice,115 Christopher Columbus Drive,Suite 200,,Jersey City,NJ,07302,40.7196,-74.0437
683,561GF,Piscataway,,14 Wills Way,Building 4,,Piscataway,NJ,08854,40.4929,-74.4432
1160,561GG,Newark,Newark VA CBOC,45 Academy Street,Suite 303,,Newark,NJ,07102,40.7378,-74.1734
1020,561GH,Morristown,,340 W. Hanover Avenue,,,Morristown,NJ,07960,40.8443,-74.4792
1161,561GI,Tinton Falls,The Atrium Building 4,55 Gilbert Street,First Floor Suite 4101,,Tinton Falls,NJ,07701,40.3097,-74.0391
1171,561GJ,Paterson,Paterson CBOC,275 Getty Avenue,,,Paterson,NJ,07503,40.8976,-74.159
114,562,Erie,VA Medical Center,135 East 38th Street,,,Erie,PA,16504,42.103,-80.0643
115,562GA,Crawford County Primary Care Clinic,Crawford County Primary Care Clinic,16954 Conneaut Lake Road,,,Meadville,PA,16335,41.623,-80.1607
117,562GB,Ashtabula County Primary Care Clinic,Ashtabula County Primary  Care Clinic,1230 Lake Avenue,,,Ashtabula,OH,44004,41.8883,-80.8047
116,562GC,McKean County Primary Care Clinic,MCKEAN COUNTY CBOC,23 Kenedy Street,,,Bradford,PA,16701,41.8102,-78.4441
1183,562GD,Venango,Venango County VA Clinic,464 Allegheny Blvd.,,,Franklin,PA,16323,41.4275,-79.6948
1185,562GE,Warren,Farm Colony Professional Building,3 Farm Colony Drive,,,Warren,PA,16365,41.9059,-79.1511
407,564,Fayetteville AR,VA Medical Center,1100 N. College Avenue,,,Fayetteville,AR,72703,36.0773,-94.1569
408,564BY,Gene Taylor,Gene Taylor Community Based Outpatient Clinic,600 N. Main Street,,,Mt. Vernon,MO,65712,37.1116,-93.8188
433,564GA,Harrison,Main Street Medical Clinic,707 N. Main Street,,,Harrison,AR,72601,36.2369,-93.1073
432,564GB,Ft. Smith,Sparks Medical Plaza,1500 Dodson Avenue,,,Ft. Smith,AR,72917,35.3724,-94.4177
1245,564GC,Branson,,5571 Gretna Road,,,Branson,MO,65616,,
1362,564GD,Ozark,,2713 W. Commercial,,,Ozark,AR,72949,,
1363,564GE,Jay,,1569 North Main Street,,,Jay,OK,74346,,
161,565,Fayetteville NC,VA Medical Center,2300 Ramsey Street,,,Fayetteville,NC,28301,35.088,-78.8789
635,565GA,Jacksonville,,241 Freedom Way,Suite 1,,Midway Park,NC,28544,34.764,-77.3837
793,565GC,New Hanover County ( Wilmington),,736 Medical Center Drive,Suite 102,,Wilmington,NC,28401,34.222,-77.8815
1198,565GD,Hamlet,,100 Jefferson Street,,,Hamlet,NC,28345,0,0
1364,565GE,Robeson County (Lumberton),,139 Three Hunts Drive,,,Pembroke,NC,28372,,
332,568,Black Hills HCS - Fort Meade,VA Black Hills HCS Ft Meade Campus,113 Comanche Road,,,Fort Meade,SD,57741,44.4126,-103.478
333,568A4,Black Hills HCS - Hot Springs,VA Black Hills HCS Hot Springs Campus,500 North Fifth Street,,,Hot Springs,SD,57747,43.435,-103.474
334,568GA,Rapid City SD,Rapid City VA Clinic,3625  5th Street,,,Rapid City,SD,57701,44.0498,-103.224
335,568GB,Pierre,Linn Medical Clinic,1601 N. Harrison,Suite 6,,Pierre,SD,57501,44.3775,-100.318
,568GB01,Pierre,,602 1st Street NE,,,Wessington Springs,SD,57382,,
336,568HA,Newcastle,Weston County Health Services Bldg,1124 Washington Blvd.,,,Newcastle,WY,82701,43.8486,-104.19
337,568HB,Gordon,Gordon VA Outpatient Clinic,300 E. 8th Street,,,Gordon,NE,69343,42.8118,-102.2
1140,568HF,Pine Ridge,VA PTSD Building,Hospital Road-Pine Ridge Indian Reservation,,,Pine Ridge,SD,57770,43.2502,-102.69
340,568HH,Scottsbluff,,1720 East Portal Place,,,Scottsbluff,NE,69361,41.8644,-103.638
341,568HJ,Mission,Rosebud CBOC-Mission Medical Center,153 S. Main Street,,,Mission,SD,57555,43.2276,-100.518
342,568HK,McLaughlin,Veterans Industries,P.O. Box 519,,,McLaughlin,SD,57642,45.7168,-100.969
343,568HM,Eagle Butte SD,Eagle Butte Center,8000 Highway 212,,,Eagle Butte,SD,57625,44.9982,-101.235
,568HM01,Eagle Butte - Isabel,Prairie Community Health,118 North Main Street,,,Isabel,SD,57633,,
,568HM02,Eagle Butte - Faith,Faith Community Health,112 N. 2nd Ave. W.,,,Faith,SD,57626,,
345,568HP,Winner,Avera Winner Medical Clinic-Winner CBOC,1436 E. 10th Street,,,Winner,SD,57580,43.369,-99.839
566,570,Fresno,VA Medical Center,2615 E. Clinton Avenue,,,Fresno,CA,93703,36.7724,-119.78
567,570GA,Merced,Merced CBOC,340 E Yosemite Ave.,Suite D,,Merced,CA,95340,37.3649,-120.576
651,570GB,Tulare,South Valley Outpatient Clinic,1050 N. Cherry,,,Tulare,CA,93274,36.2237,-119.337
1401,570GC,Oakhurst,,40597 Westlake Drive,,,Oakhurst,CA,93644,,
217,573,North Florida/South Georgia HCS-Gainesville,Malcom Randall VA Medical Center,1601 S W Archer Road,,,Gainesville,FL,32608,29.6389,-82.3434
218,573A4,North Florida/South Georgia HCS-Lake City,VA Medical Center,619 S. Marion Ave.,,,Lake City,FL,32025,30.1835,-82.6368
1308,573BU,NFSGVHS Domililiary,,1604 SE 3rd Avenue,,,Gainesville,FL,32641,,
219,573BY,Jacksonville,VA Clinic,1833 Boulevard Street,,,Jacksonville,FL,32206,30.3467,-81.661
221,573GA,Valdosta,VA Clinic,2841 N Patterson Street,,,Valdosta,GA,31602,30.8685,-83.2899
239,573GD,Ocala,VA Clinic,1515 East Silver Springs Blvd.,Suite 226,,Ocala,FL,34470,29.1871,-82.118
,573GD01,Ocala,Ocala Community Based Opt Clinic,3307 SW 26th Avenue,,,Ocala,FL,34474,,
240,573GE,St. Augustine,VA Clinic,1955  Highway US1 South,Suite 200,,St. Augustine,FL,32086,29.8654,-81.3233
222,573GF,Tallahassee,VA Clinic,1607 St. James Court,,,Tallahassee,FL,32308,30.4564,-84.2409
829,573GG,Lecanto,Lecanto CBOC,2804 W Marc Knighton Court,Suite A,,Lecanto,FL,34461,28.9056,-82.4803
1186,573GI,The Villages CBOC,The Villiages CBOC,8900 SE 165th Mulberry Lane,,,The Villages,FL,32162,28.9248,-82.0039
1261,573GJ,St. Marys,,205 Lakeshore Point,,,St. Marys,GA,31558,,
1236,573GK,Marianna,,4970 Highway 90,,,Marianna,FL,32446,,
1237,573GL,Palatka,,400 North State Road 19,,,Palatka,FL,32177,,
529,575,Grand Junction,VA Medical Center,2121 N. Avenue,,,Grand Junction,CO,81501,39.0772,-108.54
530,575GA,Montrose,Montrose Outpatient Clinic,4 Hillcrest Plaza Way,,,Montrose,CO,81401,38.4883,-107.859
306,578,Hines,Edward Hines Jr Hospital,5th Street & Roosevelt Avenue,,,Hines,IL,60141,41.8582,-87.8367
307,578GA,Joliet,Joliet Primary Care Clinic,2000 Glenwood Avenue,,,Joliet,IL,60435,41.5297,-88.1301
309,578GC,Kankakee,,581 William Latham Drive,,,Bourbonnais,IL,60914,41.231,-87.8028
321,578GD,Aurora IL,Aurora Veterans Clinic,161 South Lincolnway,,,North Aurora,IL,60542,41.7903,-88.3414
322,578GE,Elgin,Elgin Veterans Clinic,450 Dundee Ave,Suite 100,,Elgin,IL,60120,42.0458,-88.2767
323,578GF,Lasalle,LaSalle Veterans Clinic,4461 N Progress Villiage,,,Peru,IL,61354,41.3658,-89.1059
836,578GG,Oak Lawn,Oak Lawn Clinic,10201 S. Cicero Avenue,,,Oak Lawn,IL,60453,41.7202,-87.7385
409,580,Houston,VA Medical Center,2002 Holcombe Blvd.,,,Houston,TX,77030,29.7058,-95.3901
1220,580BU,Domiciliary Care for Homeless Veterans Program,,7329 Fannin Street,,,Houston,TX,77030,29.6966,-95.4008
410,580BY,Beaumont,Beaumont Outpatient Clinic,3420 Veterans Circle,,,Beaumont,TX,77707,30.0777,-94.1391
411,580BZ,Charles Wilson VA OPC,Charles Wilson VA Outpatient Clinic,2206 N John Redditt Dr.,,,Lufkin,TX,75904,31.3368,-94.7438
1152,580GC,Galveston County,Galveston County CBOC (Island),3828 Avenue N,,,Galveston,TX,77550,29.2865,-94.8371
,580GC01,Galveston County,,9300 Emmet F. Lowery Expressway,Suite 206,,Texas City,TX,77597,,
1213,580GD,Conroe,,800 Riverwood Court,Suite 100,,Conroe,TX,77304,30.2845,-95.4661
1367,580GF,Lake Jackson,,208 S. Oak Drive,Suite 700,,Lake Jackson,TX,77566,,
1368,580GG,Richmond,,22001 SW Frwy,Suite 200,,Richmond,TX,77469,,
243,581,Huntington,VA Medical Center,1540 Spring Valley Drive,,,Huntington,WV,25704,38.3843,-82.5177
244,581GA,Prestonsburg,Prestonsburg Primary Care Clinic,5230 Kentucky Route 321,Suite 8,,Prestonsburg,KY,41653,37.6837,-82.7773
261,581GB,Charleston,Charleston Primary Care Clinic,104 Alex Lane,,,Charleston,WV,25304,38.3055,-81.5634
291,583,Indianapolis,Richard L. Roudebush VA Med. Cntr.,1481 W. Tenth Street,,,Indianapolis,IN,46202,39.7796,-86.1869
626,583GA,Terre Haute,,110 W. Honey Creek Parkway,,,Terre Haute,IN,47804,39.4246,-87.4176
,583GA01,Terra Haute,,142 W. Honey Creek Parkway,,,Terra Haute,IN,47804,,
671,583GB,Bloomington,,455 S. Landmark Ave.,,,Bloomington,IN,47403,39.162,-86.5557
,583GB01,Bloomington,,1332 Arch Haven,,,Bloomington,IN,47403,,
1128,583GC,Martinsville,,2200 John R. Wooden Drive,,,Martinsville,IN,46151,39.8271,-84.843
310,585,Iron Mountain MI,VA Medical Center,325 East H Street,,,Iron Mountain,MI,49801,45.8114,-88.0611
311,585GA,Hancock,Hancock Clinic,787 Market Street,Suite 9,,Hancock,MI,49930,47.131,-88.5916
312,585GB,Rhinelander,Rhinelander CBOC,639 West Kemp Street,,,Rhinelander,WI,54501,45.6317,-89.4222
327,585GC,Menominee MI,Menominee CBOC,1110  10th Avenue,,,Menominee,MI,49858,45.1091,-87.6158
695,585GD,Ironwood,Ironwood CBOC,629 W. Cloverland Drive,Suite 1,,Ironwood,MI,49938,46.4635,-90.154
313,585HA,Marquette MI,Marquette CBOC,1414 W Fair Ave,Suite 285,,Marquette,MI,49855,46.54,-87.4019
314,585HB,Sault Ste. Marie,Sault Ste. Marie Area Clinic,509 Osborn Blvd,Suite 306,,Sault Ste Marie,MI,49783,46.2645,-84.4675
412,586,G. V. (Sonny) Montgomery VAMC,G.V. (Sonny) Montgomery VAMC,1500 E. Woodrow Wilson Drive,,,Jackson,MS,39216,32.3269,-90.171
413,586GA,Durant (Kosciusko),Kosciusko Medical Clinic,332 Highway 12 West,,,Kosciusko,MS,39090,33.0539,-89.616
428,586GB,Meridian,G.V. (Sonny) Montgomery VA OPC,2103 13th Street,,,Meridian,MS,39301,32.3698,-88.6995
693,586GC,Greenville,The Greenville Clinic,1502 S. Colorado St.,,,Greenville,MS,38703,33.3769,-91.0298
686,586GD,Hattiesburg,VA Clinic,231 Methodist Blvd.,,,Hattiesburg,MS,39402,31.327,-89.3729
802,586GE,Natchez (Adams County),,105 Northgate Drive,Suite 2,,Natchez,MS,39120,31.5316,-91.3845
1154,586GF,Columbus,,824 Alabama Street,,,Columbus,MS,39702,33.4932,-88.3658
1402,586GG,McComb,McComb CBOC,1308 Harrison Avenue,,,McComb,MS,39648,,
369,589,Kansas City,VA Medical Center,4801 Linwood Blvd.,,,Kansas City,MO,64128,39.0673,-94.5278
368,589A4,Columbia MO,Harry S. Truman Memorial VH,800 Hospital Drive,,,Columbia,MO,65201,38.9375,-92.3275
376,589A5,Eastern Kansas HCS - Topeka  Divisionl,Colmery-O'Neil VA Medical Center,2200 Gage Blvd.,,,Topeka,KS,66622,39.0273,-95.7248
377,589A6,Eastern Kansas HCS - Leavenworth Division,Dwight D. Eisenhower VA Med. Ctr.,4101 S 4th St. Trafficway,,,Leavenworth,KS,66048,39.2764,-94.8996
367,589A7,Robert J. Dole VAM&ROC (Wichita),VAM&ROC,5500 East Kellogg,,,Wichita,KS,67218,37.6799,-97.2719
856,589G1,Warrensburg,Warrensburg VA Clinic,1300 Veterans Road,,,Warrensburg,MO,64093,38.8981,-93.6997
704,589G2,Dodge City,Dodge City VA Outpatient Clinic,301Miles Walk,,,Dodge City,KS,67843,37.744,-100.03
688,589G3,Liberal,,2 Rock Island Road,Suite 200,,Liberal,KS,67901,37.039,-100.922
389,589G4,Hays,,207B E. 7th Street,,,Hays,KS,67601,38.8691,-99.3301
674,589G5,Parsons,Parsons VA Outpatient Clinic,1907 Harding Drive,,,Parsons,KS,67357,37.3404,-95.2561
1263,589G7,Hutchinson,Hutchinson VA Outpatient Clinic,1625 E. 30th Street,,,Hutchinson,KS,67502,,
1264,589G8,Jefferson City,Jefferson City VA Outpatient Clinic,2707 W. Edgewood Dr.,,,Jefferson City,MO,65109,,
1301,589G9,Fort Riley,,600 Caisson Hill Road,,,Fort Riley,KS,66442,,
715,589GB,Belton,Belton VA Clinic,17140 Bel-Ray Place,,,Belton,MO,64012,38.8124,-94.4997
639,589GC,Louisburg-Paola,,510 Hospital Dr.,,,Paola,KS,66071,38.5655,-94.8636
378,589GD,Nevada,,322 South Prewitt,,,Nevada,MO,64772,37.8366,-94.3759
387,589GE,Kirksville,VA Clinic Northeast MO Health Council,1510 N Crown Drive,,,Kirksville,MO,63501,40.186,-92.5718
388,589GF,Ft Leonard Wood MO,,700 GW Lane,,,Waynesville,MO,65583,37.7664,-92.1163
854,589GH,Lake of the Ozarks/Camdenton,Lake Community Based Outpatient Clinic,940 Executive Drive,,,Osage Beach,MO,65065,38.0095,-92.7436
381,589GI,St. Joseph,St Joseph VA Outpatient Clinic,1314 North 36th Street,Professional Plaza II,,St. Joseph,MO,64506,39.7783,-94.8063
382,589GJ,Wyandotte Co,Wyandotte VA Outpatient Clinic,21 North 12th Street,Suite 110,,Kansas City,KS,66102,39.1033,-94.6399
1079,589GM,Chanute,Chanute CBOC,629 South Plummer,Suite D,,Chanute,KS,66720,37.6752,-95.4711
384,589GN,Emporia,Emporia CBOC,919 West 12th Avenue,Suite D,,Emporia,KS,66801,38.4123,-96.1941
398,589GP,Garnett,Anderson County Hospital,421 S. Maple,,,Garnett,KS,66032,38.2807,-95.2495
385,589GR,Junction City,Junction City VA Clinic,715 Southwind Dr.,,,Junction City,KS,66441,39.0162,-96.8645
386,589GT,Seneca,Nemaha Valley Community Hospital,1600 Community Dr.,,,Seneca,KS,66538,39.8379,-96.0782
1083,589GU,Lawrence,Lawrence VA Clinic,2200 Harvard Road,Suite C-103,,Lawrence,KS,66049,38.9644,-95.2618
801,589GV,Ft. Scott (Bourbon Co.),Fort Scott VA Clinic,902 South Horton,,,Ft. Scott,KS,66701,37.8303,-94.7138
1149,589GW,Salina,,1410 E. Irons Street,Suite 1,,Salina,KS,67401,38.8403,-97.5896
839,589GX,Mexico,,One Veterans Drive,,,Mexico,MO,65265,39.183,-91.878
840,589GY,St. James,VA Clinic-Missouri Veterans Home,620 N. Jefferson,,,St. James,MO,65559,38.0035,-91.618
855,589GZ,Cameron,Cameron VA Clinic,1111 Euclid,,,Cameron,MO,64429,39.7354,-94.2509
1463,589HK,Kansas City MOC,,4801 E Linwood Blvd,,,Kansas City,MO,64128,,
1403,589JA,Sedalia,,3320 West 10th Street,,,Sedalia,MO,65301,,
1404,589JB,Excelsior Springs,,197 S McCleary Road,,,Excelsior Springs,MO,64024,,
162,590,Hampton,VA Medical Center,100 Emancipation Drive,,,Hampton,VA,23667,37.0187,-76.3309
1201,590GB,NORFOLK-VIRGINIA BEACH,,244 Clearfield Blvd.,Suite 401,,Virginia Beach,VA,23462,36.8458,-76.1651
1405,590GC,Albemarle,Albermale Primary Outpatient Clinic,1845 West City Drive,,,Elizabeth City,NC,27909,,
591,593,Southern Nevada HCS,Southern Nevada Healthcare System,6900 North Pecos Road,,,North Las Vegas,NV,89086,36.1886,-115.164
